ch,yue
馷,pui
馸,jan
馹,jat
馹,jik
馺,saap
馻,wan
馻,jin
馼,man
馽,zap
馾,daam
馿,lou
駀,jau
駁,bok
駂,bou
駃,faai
駃,kyut
駄,to
駅,jik
駆,keoi
駇,man
駈,keoi
駉,gwing
駊,po
駋,ziu
駋,ciu
駌,jyun
駍,pei
駍,paang
駎,zau
駏,geoi
駐,zyu
駑,nou
駒,keoi
駓,pei
駔,zong
駔,zou
駔,cong
駕,gaa
駕輕就熟,gaa heng zau suk
駕輕就熟,gaa hing zau suk
駖,ling
駗,can
駗,leon
駘,toi
駘,doi
駙,fu
駚,joeng
駛,sai
駛,si
駜,bat
駜,bit
駝,to
駝背婆,do bui po
駞,to
駟,si
駠,lau
駡,maa
駢,pin
駢,ping
駣,tou
駤,zi
駥,jung
駦,tang
駧,dung
駨,seon
駩,cyun
駪,san
駫,gwing
駬,ji
駭,haai
駭,hoi
駭人聽聞,haai jan ting man
駮,bok
駯,zyu
駰,jan
駱,lok
駲,zau
駳,daan
駴,haai
駵,lau
駶,guk
駷,sung
駸,cam
駹,mong
駺,loeng
駺,long
駻,hon
駼,tou
駽,hyun
駽,gyun
駾,teoi
駿,zeon
騀,ngo
騁,cing
騁,ping
騂,sing
騃,ngoi
騃,zi
騃,daai
騃,ngaai
騄,luk
騅,zeoi
騆,zau
騆,dung
騇,se
騈,pin
騈,ping
騉,kwan
騊,tou
騋,loi
騌,zung
騍,fo
騎,ke
騎,gei
騎,kei
騎都尉,gei dou wai
騏,kei
騐,jim
騑,fei
騒,sou
験,jim
騔,got
騕,jiu
騖,mou
騗,pin
騘,cung
騙,pin
騚,cin
騛,fei
騜,wong
騝,kin
騞,waak
騞,faak
騟,jyu
騠,tai
騡,cyun
騢,haa
騣,zung
騤,kwai
騥,jau
騦,si
騧,waa
騧,gwaa
騨,to
騩,gwai
騩,kwai
騪,sau
騫,hin
騬,sing
騭,zat
騭,zik
騮,lau
騯,paang
騰,tang
騰騰震,tan tan zan
騱,hai
騲,cou
騳,duk
騴,aan
騵,jyun
騶,zau
騷,sou
騸,sin
騹,kei
騺,zi
騻,soeng
騼,luk
騽,zaap
騽,jap
騾,leoi
騾,lo
騾馬大車,lo maa daai ce
騿,zoeng
驀,mak
驀,maak
驁,ngou
驂,caam
驃,biu
驃,piu
驄,cung
驅,keoi
驅使,keoi si
驆,bat
驇,ngai
驈,wat
驈,jyut
驈,leot
驉,heoi
驊,waa
驋,but
驌,suk
驍,hiu
驎,leon
驏,caan
驏,zaan
驏,can
驐,deon
驑,lau
驒,to
驓,cang
驔,tim
驕,giu
驖,tit
驗,jim
驘,lo
驙,zin
驙,taan
驚,ging
驚,geng
驚住,geng zyu
驚你有牙,geng nei jau ngaa
驚凍,geng dung
驚到唔出得聲,geng dou m ceot dak seng
驚到打尿震,geng dou daa niu zan
驚到揗揗震,geng dou tan tan zan
驚到標尿,geng dou biu niu
驚到發軟蹄,geng dou faat jyun tai
驚到面青,geng dou min ceng
驚到鼻哥窿都冇肉,geng dou bei go lung dou mou juk
驚嚇,geng haak
驚嚇,ging haak
驚我,geng ngo
驚死,geng sei
驚覺,ging gaau
驚覺,ging gok
驚醒,ging seng
驚醒,ging sing
驚青,geng ceng
驚驚地,geng geng dei
驛,jik
驛使,jik si
驜,jip
驝,tok
驞,ban
驞,pan
驟,zaau
驟,zau
驠,jin
驡,lung
驢,leoi
驢,lou
驢傹,leoi gong
驢騾,leoi lo
驣,tang
驤,soeng
驥,kei
驥,gei
驦,soeng
驧,guk
驨,kwai
驩,fun
驪,lei
驫,biu
马,maa
马伯乐,maa baak lok
马克斯,maa haak si
马克斯威尔,maa hak si wai ji
马命,maa meng
马圈,maa gyun
马尼拉,maa nei laa
马尼拉,maa nei laai
马尼拉大学,maa nei laai daai hok
马拉喀什,maa laai kaa sap
马斯喀特,maa si kaa dak
马死落地行,maa sei lok dei haang
马死落地行,maa si lok dei haang
马狂螂,maa kong long
马票,maa biu
马褂,maa gwaa
马轭,maa ngaak
马辰席,maa san zek
马骝精,maa lau zeng
马骝精,maa lau zing
马骡,maa lo
马鹿易形,maa luk ji jing
驭,jyu
驮,to
驮,do
驮子,do zi
驯,seon
驯,ceon
驯养,ceon joeng
驯养,seon joeng
驯养繁殖,seon joeng faan zik
驯兽师,ceon sau si
驯兽师,seon sau si
驯和,ceon wo
驯和,seon wo
驯狮,ceon si
驯良,ceon loeng
驯良,seon loeng
驯虎,ceon fu
驯顺,ceon seon
驯顺,seon seon
驰,ci
驱,keoi
驱,au
驱使,keoi si
驲,jat
驲,jik
驳,bok
驴,leoi
驴,lou
驴傹,leoi gong
驴骡,leoi lo
驵,zong
驵,zou
驵,cong
驶,sai
驶,si
驷,si
驸,fu
驹,keoi
驺,zau
驻,zyu
驼,to
驼背婆,do bui po
驽,nou
驾,gaa
驾轻就熟,gaa heng zau suk
驾轻就熟,gaa hing zau suk
驿,jik
驿使,jik si
骀,toi
骀,doi
骁,hiu
骂,maa
骃,jan
骄,giu
骅,waa
骆,lok
骇,haai
骇,hoi
骇人听闻,haai jan ting man
骈,pin
骈,ping
骉,biu
骊,lei
骋,cing
骋,ping
验,jim
骍,sing
骎,cam
骏,zeon
骐,kei
骑,ke
骑,gei
骑,kei
骑都尉,gei dou wai
骒,fo
骓,zeoi
骔,zung
骕,suk
骖,caam
骗,pin
骘,zat
骘,zik
骙,kwai
骚,sou
骛,mou
骜,ngou
骝,lau
骞,hin
骟,sin
骠,biu
骠,piu
骡,leoi
骡,lo
骡马大车,lo maa daai ce
骢,cung
骣,caan
骣,zaan
骣,can
骤,zaau
骤,zau
骥,kei
骥,gei
骦,soeng
骧,soeng
骨,gwat
骨坛,gwat taam
骨坛,gwat taan
骨子里,gwat zi leoi
骨灰坛,gwat fui taam
骨灰龕,gwat fui am
骨灰龕,gwat fui ham
骨灰龛,gwat fui am
骨灰龛,gwat fui ham
骩,wai
骪,wai
骫,wai
骬,jyu
骭,gon
骭,haan
骮,jik
骯,ong
骯,kong
骯骯髒髒,ngong ngong zong zong
骰,sik
骰,tau
骱,gaai
骱,haai
骲,baau
骳,bei
骴,ci
骴,zi
骵,tai
骶,dai
骷,fu
骷髅头,fu lou tau
骷髏頭,fu lou tau
骸,haai
骸,hoi
骹,haau
骺,hau
骻,kwaa
骼,gaak
骽,teoi
骾,kang
骾,gang
骿,pin
髀,bei
髁,fo
髂,kaa
髃,jyu
髃,ngau
髄,seoi
髅,lau
髆,bok
髆,pok
髇,haau
髇,hou
髈,bong
髉,bok
髊,ci
髊,zi
髋,fun
髌,ban
髌,pan
髍,mo
髎,liu
髏,lau
髐,haau
髑,duk
髒,zong
髓,seoi
體,tai
體育達標測驗,tai juk daat biu cak jim
髕,ban
髕,pan
髖,fun
髗,lou
高,gou
高中生,gou zung saang
高中生,gou zung sang
高丽参,gou lai sam
高勾丽,gou ngau lei
高勾麗,gou ngau lei
高句丽,gou ngau lei
高句驪,gou ngau lei
高句骊,gou ngau lei
高句麗,gou ngau lei
高山岭雀,gou saan leng zoek
高山嶺雀,gou saan leng zoek
高戙戙,gou dong dong
高戙戙,gou dung dung
高才生,gou coi saang
高才生,gou coi sang
高深莫测,gou sam mok caak
高深莫测,gou sam mok cak
高深莫測,gou sam mok caak
高深莫測,gou sam mok cak
高跷,gou hiu
高跷,gou kiu
高跷鹬,gou kiu wat
高蹺,gou hiu
高蹺,gou kiu
高蹺鷸,gou kiu wat
高麗參,gou lai sam
髙,gou
髚,hiu
髛,hou
髜,haau
髝,lou
髞,cou
髟,biu
髠,kwan
髡,kwan
髢,tai
髣,fong
髤,jau
髥,jim
髦,mou
髧,dam
髧,daam
髨,kwan
髩,ban
髪,faat
髫,tiu
髬,pei
髭,zi
髮,faat
髮,fat
髯,jim
髰,tai
髱,paau
髲,bei
髳,maau
髳,mau
髴,fat
髴,fai
髵,ji
髶,ji
髶,jung
髷,kuk
髸,gung
髹,jau
髺,kut
髻,gai
髼,pung
髽,zaa
髾,saau
髿,saa
髿,so
鬀,tai
鬁,lei
鬂,ban
鬃,zung
鬃,cung
鬄,tai
鬄,tik
鬅,pang
鬅,pung
鬆,sung
鬆䋨,sung pau
鬆佊佊,sung pe pe
鬆泡泡,sung paau paau
鬆泡泡,sung peu peu
鬇,zaang
鬇,zang
鬈,kyun
鬉,zung
鬊,seon
鬋,zin
鬌,ceoi
鬌,do
鬍,wu
鬎,laat
鬏,cau
鬐,kei
鬑,lim
鬒,zan
鬒,can
鬓,ban
鬔,pung
鬕,maa
鬖,saam
鬗,mun
鬗,maan
鬘,maan
鬙,sang
鬙,zang
鬚,sou
鬛,lip
鬜,haan
鬝,haan
鬞,nung
鬞,nong
鬟,waan
鬠,kui
鬠,kut
鬡,ning
鬢,ban
鬣,lip
鬤,joeng
鬥,dau
鬥爭,dau zaang
鬥爭,dau zang
鬥爭性,dau zang sing
鬥爭意志,dau zang ji zi
鬥蟀,dau zeot
鬦,dau
鬧,naau
鬧醒,naau seng
鬨,hung
鬨,hong
鬩,jik
鬩,hik
鬪,dau
鬫,haam
鬬,dau
鬬木佬,dou muk lou
鬭,dau
鬮,gau
鬮,kau
鬯,coeng
鬰,wat
鬱,wat
鬱塞,juk sak
鬲,ak
鬲,gaak
鬲,lik
鬳,gyun
鬳,jin
鬴,fu
鬵,cam
鬵,cim
鬶,kwai
鬷,zung
鬸,lau
鬹,kwai
鬺,soeng
鬻,juk
鬻,zuk
鬼,gwai
鬼䟐趚,gwai lik cik
鬼使神差,gwai si san caai
鬼婆,gwai bo
鬼婆,gwai po
鬼影幢幢,gwai jing dung dung
鬼打咁醒,gwai daa gam seng
鬼画符,gwai waak fu
鬼畫符,gwai waak fu
鬼跉䟓,gwai ling cing
鬽,mei
鬽,mui
鬾,gei
鬿,kei
魀,gaai
魁,fui
魁北克,fui bak haak
魁北克,fui bak hak
魁北克市,fui bak hak si
魂,wan
魂精,wan zeng
魃,baat
魃,bat
魄,paak
魄,bok
魄,tok
魅,mei
魅,mui
魆,fat
魆,wat
魇,jim
魇,jip
魈,siu
魉,loeng
魊,wik
魋,ceoi
魋,teoi
魋,zeoi
魌,hei
魍,mong
魎,loeng
魏,ngai
魐,gaam
魑,ci
魑,lei
魒,piu
魓,bat
魔,mo
魔宫传奇,mo gung zyun kei
魔宮傳奇,mo gung zyun kei
魕,kei
魖,heoi
魗,cau
魘,jim
魘,jip
魙,zim
魚,jyu
魚卜,jyu pok
魚尾夾,jyu mei gep
魚泡,jyu bok
魚泡,jyu pok
魚生,jyu saang
魚笭,jyu leng
魚腥,jyu sing
魚腥草,jyu seng cou
魚鉤,jyu gau
魚鉤,jyu ngau
魚鉤兒,jyu ngau ji
魚骹,jyu gaau
魛,dou
魜,jan
魝,git
魞,jap
魟,hung
魟,gung
魠,tok
魡,dik
魡,diu
魢,gei
魣,jyu
魤,faa
魤,ngo
魥,ngap
魦,saa
魧,hong
魧,gong
魨,tyun
魩,mut
魪,gaai
魫,sam
魬,baan
魭,jyun
魮,pei
魯,lou
魰,man
魱,wu
魲,lou
魳,zaap
魴,fong
魵,fan
魶,naap
魷,jau
魸,pin
魹,mou
魺,go
魺,ho
魻,haap
魼,keoi
魽,haam
魽,ham
魽魚,kim jyu
魾,pei
魿,ling
鮀,to
鮁,bat
鮁,but
鮂,cau
鮃,ping
鮄,fat
鮄,ping
鮅,bit
鮆,ci
鮆,zai
鮇,mei
鮈,keoi
鮈,geoi
鮉,diu
鮊,baak
鮋,jau
鮌,gwan
鮍,pei
鮎,nim
鮏,sing
鮐,toi
鮑,baau
鮑狄埃,baau dik oi
鮑甫,baau pou
鮒,fu
鮓,zaa
鮔,geoi
鮕,gu
鮖,sek
鮗,dung
鮘,doi
鮙,taap
鮚,git
鮛,suk
鮜,hau
鮝,soeng
鮞,ji
鮟,on
鮠,wai
鮡,siu
鮡,ziu
鮢,zyu
鮣,jan
鮤,lit
鮥,gaak
鮥,gok
鮥,lok
鮦,tung
鮦,zau
鮧,ji
鮧,tai
鮨,ngai
鮨,kei
鮨,zi
鮩,bing
鮪,fui
鮪,wai
鮫,gaau
鮬,fu
鮭,gwai
鮮,sin
鮮車怒馬,sin geoi nou maa
鮯,gap
鮰,wui
鮱,lou
鮲,fuk
鮳,kaau
鮴,jau
鮵,dyut
鮶,gwan
鮷,tai
鮸,min
鮹,saau
鮺,zaa
鮻,so
鮼,cam
鮽,jyu
鮾,neoi
鮿,zip
鯀,gwan
鯀,kwan
鯁,gang
鯁,kang
鯁死,kang sei
鯁親,kang can
鯁頸,kang geng
鯂,sou
鯃,ng
鯄,kau
鯅,saan
鯆,pou
鯆,bou
鯇,waan
鯈,jau
鯈,tiu
鯉,lei
鯊,saa
鯋,saa
鯌,hou
鯍,mang
鯎,sing
鯏,lei
鯐,zau
鯑,hei
鯒,jung
鯓,san
鯔,zi
鯕,kei
鯖,cing
鯖,zing
鯖,zaang
鯗,soeng
鯘,neoi
鯙,seon
鯚,gwai
鯛,diu
鯜,cip
鯝,gu
鯞,zau
鯟,dung
鯠,loi
鯡,fei
鯢,ngai
鯣,jik
鯤,kwan
鯤,gwan
鯥,luk
鯦,gau
鯦,oi
鯦,cau
鯧,coeng
鯨,king
鯩,leon
鯪,leng
鯪,ling
鯪鯉,ling lei
鯫,zau
鯫,zip
鯬,lai
鯬,lei
鯭,maang
鯮,zung
鯯,zai
鯰,nim
鯱,fu
鯲,jyu
鯳,dai
鯴,sat
鯵,sam
鯶,waan
鯷,tai
鯸,hau
鯹,sing
鯺,zyu
鯻,laat
鯼,zung
鯽,zik
鯽,zak
鯽魚,zak jyu
鯽魚,zik jyu
鯾,bin
鯿,bin
鰀,waan
鰁,cyun
鰂,zak
鰂,caak
鰃,wai
鰄,wai
鰅,jyu
鰅,jung
鰆,ceon
鰇,jau
鰈,dip
鰉,wong
鰊,lin
鰋,jin
鰌,cau
鰍,cau
鰎,gin
鰏,bik
鰐,ngok
鰑,joeng
鰒,fuk
鰓,soi
鰓,saai
鰔,gam
鰔,zam
鰕,haa
鰖,to
鰗,wu
鰘,sat
鰙,joek
鰚,syun
鰛,wan
鰜,gim
鰝,hou
鰞,wu
鰟,pong
鰟,fong
鰠,sou
鰡,lau
鰢,maa
鰣,si
鰤,si
鰥,gwaan
鰦,zi
鰧,tang
鰨,taap
鰨,taat
鰩,jiu
鰪,ap
鰫,jung
鰫,sung
鰬,kin
鰭,kei
鰮,wan
鰯,joek
鰰,san
鰱,lin
鰲,ngou
鰳,lak
鰴,fai
鰵,man
鰶,zai
鰶,man
鰷,tiu
鰸,keoi
鰹,gin
鰺,sam
鰻,maan
鰼,zaap
鰽,cau
鰽白,cou baak
鰾,piu
鰾,biu
鰿,zik
鱀,gei
鱀,kei
鱁,zuk
鱂,zoeng
鱃,sau
鱄,tyun
鱄,zyun
鱅,jung
鱆,zoeng
鱆,zeon
鱇,hong
鱈,syut
鱉,bit
鱊,wat
鱊,leot
鱋,keoi
鱌,zoeng
鱍,but
鱎,giu
鱏,cam
鱐,sau
鱐,suk
鱑,wong
鱒,zyun
鱒,zeon
鱓,sin
鱔,sin
鱕,faan
鱖,kyut
鱖,gwai
鱗,leon
鱘,cam
鱙,jiu
鱙,miu
鱚,hei
鱛,zang
鱜,hoeng
鱝,fan
鱞,gwaan
鱟,hau
鱠,kui
鱡,caak
鱢,sou
鱣,zin
鱣,sin
鱤,gam
鱥,gwai
鱦,maang
鱦,sing
鱧,lai
鱨,soeng
鱩,leoi
鱪,syu
鱫,oi
鱬,jyu
鱭,cai
鱮,zeoi
鱯,wu
鱰,cyu
鱱,lai
鱲,laap
鱲,lap
鱲,lip
鱳,lik
鱳,lok
鱳,luk
鱴,mit
鱵,zam
鱶,soeng
鱷,ngok
鱸,lou
鱹,gun
鱺,lei
鱻,sin
鱼,jyu
鱼卜,jyu pok
鱼尾夹,jyu mei gep
鱼松,jyu sung
鱼泡,jyu bok
鱼泡,jyu pok
鱼生,jyu saang
鱼笭,jyu leng
鱼腥,jyu sing
鱼腥草,jyu seng cou
鱼钩,jyu gau
鱼钩,jyu ngau
鱼钩儿,jyu ngau ji
鱼骹,jyu gaau
鱽,dou
鱾,gei
鱿,jau
鲀,tyun
鲁,lou
鲂,fong
鲃,baa
鲃,bat
鲄,go
鲄,ho
鲅,bat
鲅,but
鲆,ping
鲇,nim
鲈,lou
鲉,jau
鲊,zaa
鲋,fu
鲌,baak
鲍,baau
鲍狄埃,baau dik oi
鲍甫,baau pou
鲎,hau
鲏,pei
鲐,toi
鲑,gwai
鲒,git
鲓,kaau
鲔,fui
鲔,wai
鲕,ji
鲖,tung
鲖,zau
鲗,zak
鲗,caak
鲘,hau
鲙,kui
鲚,cai
鲛,gaau
鲜,sin
鲜车怒马,sin geoi nou maa
鲝,zaa
鲞,soeng
鲟,cam
鲠,gang
鲠,kang
鲠亲,kang can
鲠死,kang sei
鲠颈,kang geng
鲡,lei
鲢,lin
鲣,gin
鲤,lei
鲥,si
鲦,tiu
鲧,gwan
鲧,kwan
鲨,saa
鲩,waan
鲪,gwan
鲫,zik
鲫,zak
鲫鱼,zak jyu
鲫鱼,zik jyu
鲬,jung
鲭,cing
鲭,zing
鲭,zaang
鲮,leng
鲮,ling
鲮鲤,ling lei
鲯,kei
鲰,zau
鲰,zip
鲱,fei
鲲,kwan
鲲,gwan
鲳,coeng
鲴,gu
鲵,ngai
鲶,nim
鲷,diu
鲸,king
鲹,sam
鲺,sat
鲻,zi
鲼,fan
鲽,dip
鲾,bik
鲿,soeng
鳀,tai
鳁,wan
鳂,wai
鳃,soi
鳃,saai
鳄,ngok
鳅,cau
鳆,fuk
鳇,wong
鳈,cyun
鳉,zoeng
鳊,bin
鳋,sou
鳌,ngou
鳍,kei
鳎,taap
鳎,taat
鳏,gwaan
鳐,jiu
鳑,pong
鳑,fong
鳒,gim
鳓,lak
鳔,piu
鳔,biu
鳕,syut
鳖,bit
鳗,maan
鳘,man
鳙,jung
鳚,wai
鳛,zaap
鳜,kyut
鳜,gwai
鳝,sin
鳞,leon
鳟,zyun
鳟,zeon
鳠,wu
鳡,gam
鳢,lai
鳣,zin
鳣,sin
鳤,gun
鳥,niu
鳥,diu
鳦,jyut
鳧,fu
鳨,lik
鳩,gau
鳩,kau
鳩朘,gau zoe
鳩鴿,kau gaap
鳪,buk
鳫,ngaan
鳬,fu
鳭,dou
鳭,diu
鳮,gai
鳯,fung
鳰,jap
鳱,gon
鳱,hon
鳲,si
鳳,fung
鳳頭鷿鷈,fung tau pik tai
鳴,ming
鳴鳩,ming kau
鳵,bou
鳶,jyun
鳷,zi
鳸,wu
鳹,kam
鳹,kim
鳺,fu
鳻,baan
鳻,fan
鳼,man
鳽,gin
鳽,hang
鳽,zin
鳾,si
鳿,juk
鴀,fau
鴁,jiu
鴂,kyut
鴂,gwik
鴃,kyut
鴄,pat
鴅,fun
鴆,zam
鴇,bou
鴈,ngaan
鴉,aa
鴉佬裇,ngaa lou seot
鴉路裇,ngaa lou seot
鴊,zing
鴋,fong
鴌,fung
鴍,man
鴎,au
鴏,dak
鴐,gaa
鴑,jyu
鴒,ling
鴓,bat
鴓,mat
鴓,mit
鴔,fuk
鴕,to
鴖,man
鴗,lap
鴘,bin
鴙,zi
鴚,gaa
鴚,go
鴛,jyun
鴛,jin
鴛鴦,jin joeng
鴛鴦,jyun joeng
鴛鴦六七四,jyun joeng luk cat sei
鴛鴦戲水,jyun joeng hei seoi
鴛鴦筷,jyun joeng faai
鴛鴦腳,jyun joeng goek
鴛鴦蛇,jyun joeng se
鴛鴦蝴蝶,jyun joeng wu dip
鴛鴦襪,jyun joeng mat
鴛鴦鍋,jyun joeng wo
鴛鴦門,jyun joeng mun
鴛鴦鞋,jyun joeng haai
鴜,ci
鴝,keoi
鴞,hiu
鴟,ci
鴠,daan
鴡,zeoi
鴢,aau
鴢,jiu
鴣,gu
鴤,zung
鴥,wat
鴥,jyut
鴦,joeng
鴧,wat
鴨,aap
鴨仔聽雷,aap zai teng leoi
鴨蛋青,aap daan ceng
鴩,tit
鴪,wat
鴫,tin
鴬,ang
鴭,deoi
鴮,wu
鴯,ji
鴰,kut
鴱,ngaai
鴲,zi
鴳,aan
鴴,hang
鴵,giu
鴶,git
鴶,gat
鴷,lit
鴸,zyu
鴹,joeng
鴺,ji
鴺,tai
鴻,hung
鴻鵠,hung guk
鴻鵠,hung huk
鴼,lou
鴽,jyu
鴾,mau
鴿,gaap
鴿,gap
鵀,jam
鵁,gaau
鵂,jau
鵃,zau
鵃,zaau
鵄,ci
鵅,gaak
鵅,lok
鵆,hang
鵇,lin
鵇,nin
鵈,diu
鵉,lyun
鵊,gaap
鵋,gei
鵌,tou
鵍,fun
鵎,to
鵏,bou
鵐,mou
鵑,gyun
鵒,juk
鵓,but
鵔,zeon
鵔,seon
鵕,zeon
鵖,gip
鵗,hei
鵘,gwan
鵙,gwik
鵙,kyut
鵚,tuk
鵛,ging
鵜,tai
鵝,ngo
鵝行鴨步,ngo haang aap bou
鵝行鴨步,ngo hang aap bou
鵞,ngo
鵟,kwong
鵟,kong
鵠,huk
鵠,guk
鵠的,guk dik
鵠立,huk lap
鵡,mou
鵢,san
鵣,laai
鵤,gok
鵥,pun
鵦,luk
鵧,pei
鵨,syu
鵩,fuk
鵪,am
鵪鶉蛋,am seon daan
鵫,zaau
鵫,zok
鵬,paang
鵭,kam
鵮,daam
鵮,zaam
鵯,bei
鵯,pat
鵰,diu
鵱,luk
鵲,zoek
鵲,coek
鵲報,coek bou
鵲報,zoek bou
鵲巢鳩佔,coek caau gau zim
鵲巢鳩佔,zoek caau gau zim
鵲鴝,coek keoi
鵳,gin
鵴,guk
鵵,tou
鵶,aa
鵷,jyun
鵸,kei
鵹,lei
鵺,je
鵻,zeoi
鵼,hung
鵽,zyut
鵾,kwan
鵾,gwan
鵿,sing
鶀,kei
鶀,hei
鶁,ging
鶂,jik
鶃,jik
鶄,zing
鶅,zi
鶆,loi
鶇,dung
鶈,cai
鶉,ceon
鶉,seon
鶊,gang
鶋,geoi
鶌,gwat
鶍,ji
鶎,zung
鶏,gai
鶐,seot
鶑,ang
鶒,cik
鶓,miu
鶔,jau
鶕,am
鶖,cau
鶗,tai
鶘,wu
鶙,tai
鶚,ngok
鶛,gaai
鶜,maau
鶝,fuk
鶝,bik
鶞,ceon
鶟,dat
鶠,jin
鶡,hot
鶢,jyun
鶢,wun
鶣,bin
鶣,pin
鶤,kwan
鶤,gwan
鶥,mei
鶦,wu
鶧,jing
鶨,deon
鶨,zi
鶩,mou
鶪,gwik
鶪,kyut
鶫,gaan
鶬,cong
鶬,coeng
鶭,fong
鶮,hok
鶯,ang
鶰,jyun
鶱,hin
鶲,jung
鶳,si
鶴,hok
鶵,co
鶶,tong
鶷,hat
鶸,joek
鶹,lau
鶺,zek
鶺,zik
鶺鴒,zik ling
鶻,wat
鶻,gwat
鶼,gim
鶽,zeon
鶾,hon
鶿,ci
鷀,ci
鷁,jik
鷂,jiu
鷃,aan
鷄,gai
鷅,leot
鷆,tin
鷇,kau
鷈,tai
鷉,tai
鷊,jik
鷋,tou
鷌,maa
鷍,hiu
鷎,gou
鷏,tin
鷐,san
鷑,gap
鷑,kap
鷒,tyun
鷓,ze
鷔,ngou
鷕,jiu
鷖,ji
鷖,ai
鷗,au
鷘,cik
鷙,zi
鷚,lau
鷛,jung
鷜,lau
鷜,leoi
鷝,bat
鷞,soeng
鷟,zok
鷟,zuk
鷠,jyu
鷡,mou
鷢,kyut
鷣,jam
鷣,jiu
鷤,taan
鷤,tai
鷤,dai
鷥,si
鷦,ziu
鷧,ji
鷨,waa
鷩,bit
鷩,bai
鷪,ang
鷫,suk
鷬,wong
鷭,faan
鷮,giu
鷯,liu
鷰,jin
鷱,gou
鷲,zau
鷳,haan
鷴,haan
鷵,tou
鷶,maai
鷷,zeon
鷸,wat
鷸,jyut
鷸,leot
鷸,neot
鷹,jing
鷺,lou
鷻,tyun
鷼,haan
鷽,hok
鷾,ji
鷿,pik
鷿鷈,pik taai
鸀,suk
鸀,zuk
鸁,lo
鸂,kai
鸃,ji
鸄,gik
鸅,zaak
鸆,jyu
鸇,zin
鸈,jip
鸉,joeng
鸊,pik
鸋,ning
鸌,wok
鸍,si
鸎,ang
鸏,mung
鸐,dik
鸑,ngok
鸒,jyu
鸓,leoi
鸔,buk
鸔,bok
鸔,bou
鸕,lou
鸖,hok
鸗,lung
鸘,soeng
鸙,joek
鸚,jing
鸛,gun
鸜,keoi
鸝,lei
鸞,lyun
鸟,niu
鸟,diu
鸠,gau
鸠,kau
鸠朘,gau zoe
鸠鸽,kau gaap
鸡,gai
鸡哽颈,gai kang geng
鸡啄唔断,gai doek m tyun
鸡啄唔断,gai doeng m tyun
鸡啖脚,gai daam goek
鸡啖脚,gai gam goek
鸡心领,gai sam leng
鸡泡鱼,gai pou jyu
鸡渜,gai nan
鸡皮疙瘩,gai pei ngat daap
鸡脾,gai bei
鸡膆,gai seoi
鸡蛋里挑骨头,gai daan leoi tiu gwat tau
鸢,jyun
鸣,ming
鸣鸠,ming kau
鸤,si
鸥,au
鸦,aa
鸦佬裇,ngaa lou seot
鸦路裇,ngaa lou seot
鸧,cong
鸧,coeng
鸨,bou
鸩,zam
鸩,daam
鸪,gu
鸫,dung
鸬,lou
鸭,aap
鸭仔听雷,aap zai teng leoi
鸭蛋青,aap daan ceng
鸮,hiu
鸯,joeng
鸰,ling
鸱,ci
鸲,keoi
鸳,jyun
鸳,jin
鸳鸯,jin joeng
鸳鸯,jyun joeng
鸳鸯六七四,jyun joeng luk cat sei
鸳鸯戏水,jyun joeng hei seoi
鸳鸯筷,jyun joeng faai
鸳鸯脚,jyun joeng goek
鸳鸯蛇,jyun joeng se
鸳鸯蝴蝶,jyun joeng wu dip
鸳鸯袜,jyun joeng mat
鸳鸯锅,jyun joeng wo
鸳鸯门,jyun joeng mun
鸳鸯鞋,jyun joeng haai
鸴,hok
鸵,to
鸶,si
鸷,zi
鸸,ji
鸹,kut
鸺,jau
鸻,hang
鸼,zau
鸼,zaau
鸽,gaap
鸽,gap
鸾,lyun
鸿,hung
鸿鹄,hung guk
鸿鹄,hung huk
鹀,mou
鹁,but
鹂,lei
鹃,gyun
鹄,huk
鹄,guk
鹄的,guk dik
鹄立,huk lap
鹅,ngo
鹅行鸭步,ngo haang aap bou
鹅行鸭步,ngo hang aap bou
鹆,juk
鹇,haan
鹈,tai
鹉,mou
鹊,zoek
鹊,coek
鹊巢鸠占,coek caau gau zim
鹊巢鸠占,zoek caau gau zim
鹊报,coek bou
鹊报,zoek bou
鹊鸲,coek keoi
鹋,miu
鹌,am
鹌鹑蛋,am seon daan
鹍,kwan
鹍,gwan
鹎,bei
鹎,pat
鹏,paang
鹐,daam
鹐,zaam
鹑,ceon
鹑,seon
鹒,gang
鹓,jyun
鹔,suk
鹕,wu
鹖,hot
鹗,ngok
鹘,wat
鹘,gwat
鹙,cau
鹚,ci
鹛,mei
鹜,mou
鹝,jik
鹞,jiu
鹟,jung
鹠,lau
鹡,zek
鹡,zik
鹡鸰,zik ling
鹢,jik
鹣,gim
鹤,hok
鹥,ji
鹥,ai
鹦,jing
鹧,ze
鹨,lau
鹩,liu
鹪,ziu
鹫,zau
鹬,wat
鹬,jyut
鹬,leot
鹬,neot
鹭,lou
鹮,waan
鹮,syun
鹯,zin
鹰,jing
鹱,wok
鹲,mung
鹳,gun
鹴,soeng
鹵,lou
鹶,ging
鹷,ling
鹸,gaan
鹹,haam
鹹淡,haam taam
鹺,co
鹻,gaan
鹼,gaan
鹽,jim
鹾,co
鹿,luk
麀,jau
麁,cou
麂,gei
麃,biu
麃,paau
麃,piu
麄,cou
麅,paau
麆,cyu
麇,kwan
麇,gwan
麈,zyu
麉,gin
麊,mai
麊,mei
麋,mei
