ch,wuu-sh,wuu-sz
豐鎬,fon ghau,fon ghau
豔,yi,ye
豕,sy,syu
豙,gni,gni
豚,den,den
豛,toq,toq
豞,heu,heu
象,zian,zian
豢,we,we
豨,shi,shi
豪,ghau,ghau
豫,yu,yu
豬,tsy,tsyu
豬仔,tsy tse,tsyu tse
豬圈,tsy jioe,tsyu jioe
豮,ven,ven
豳,pin,pin
豶,ven,ven
豸,zy,zyu
豹,pau,pau
豺,za,ze
豺,ze,ze
貂,tiau,tiau
貅,shieu,shieu
貆,huoe,huoe
貆,woe,woe
貆,shioe,shioe
貉,ghoq,ghoq
貉,maq,maq
貊,maq,maq
貋,ghoe,ghoe
貌,mau,mau
貍,li,li
貒,thoe,thoe
貓,mau,mau
貔,bi,bi
貘,maq,maq
貝,pe,pe
貞,tsen,tsen
負,veu,fu
負,vu,vu
財,ze,ze
財長,ze tsan,ze tsan
貢,kon,kon
貤,yi,yi
貧,bin,bin
貨,hu,hou
販,fe,fe
貪,thoe,thoe
貫,kue,kue
貫,kuoe,kuoe
責,tseq,tseq
責任,tseq gnin,tseq zen
責任,tseq zen,tseq zen
貯,zy,zyu
貰,sy,syu
貲,tsy,tsy
貳,gni,gni
貳,er,er
貴,kue,kue
貴,ciu,ciu
貶,pi,pie
買,ma,ma
貸,de,de
貺,huaon,huaon
費,fi,fi
費,vi,vi
貼,thiq,thiq
貽,yi,yi
貿,meu,meu
貿,mau,mau
賀,wu,ghou
賁,pen,pen
賁,phen,phen
賂,loq,loq
賂,lu,lou
賃,gnin,zen
賃,lin,lin
賄,hue,hue
賅,ke,ke
資,tsy,tsy
賈,ku,kou
賈,cia,cia
賊,zeq,zeq
賑,tsen,tsen
賒,so,so
賓,pin,pin
賕,jieu,jieu
賙,tseu,tseu
賚,le,le
賜,sy,sy
賞,saon,saon
賠,be,be
賡,ken,kan
賡,kan,kan
賡,kan,ken
賢,yi,ye
賣,ma,ma
賤,zi,zie
賦,fu,fu
質,tseq,tseq
質,tsy,tsyu
賫,tsi,tsi
賬,tsan,tsan
賬,tsaon,tsan
賭,tu,tou
賴,la,le
賴,le,le
賴,la,la
賴伏雞,la bu ci,le bu ci
賵,fon,fon
賸,zen,zen
賺,ze,ze
賻,vu,vu
購,keu,keu
賽,se,se
賾,zaq,zaeq
贄,tsy,tsyu
贅,tsoe,tse
贅,tse,tse
贇,ion,iun
贇,iun,iun
贈,zen,zen
贊,tse,tse
贋,gni,gnie
贍,zoe,zoe
贏,yin,yin
贐,zin,zin
贓,tsaon,tsaon
贔,bi,bi
贖,zoq,zoq
贗,gni,gnie
贗,i,ie
贛,koe,koe
贜,tsaon,tsaon
贝,pe,pe
贞,tsen,tsen
负,veu,fu
负,vu,vu
贡,kon,kon
财,ze,ze
财长,ze tsan,ze tsan
责,tseq,tseq
责任,tseq gnin,tseq zen
责任,tseq zen,tseq zen
贤,yi,ye
败,ba,ba
败,ba,be
败仗,ba tsan,ba tsan
账,tsan,tsan
账,tsaon,tsan
货,hu,hou
质,tseq,tseq
质,tsy,tsyu
贩,fe,fe
贪,thoe,thoe
贫,bin,bin
贬,pi,pie
购,keu,keu
贮,zy,zyu
贯,kue,kue
贯,kuoe,kuoe
贰,gni,gni
贰,er,gni
贰,gni,er
贱,zi,zie
贲,pen,pen
贲,phen,phen
贳,sy,syu
贴,thiq,thiq
贵,kue,kue
贵,ciu,ciu
贶,huaon,huaon
贷,de,de
贸,meu,meu
贸,mau,mau
费,fi,fi
费,vi,vi
贺,wu,ghou
贻,yi,yi
贼,zeq,zeq
贽,tsy,tsyu
贾,ku,kou
贾,cia,cia
贿,hue,hue
赀,tsy,tsy
赁,gnin,zen
赁,lin,lin
赂,loq,loq
赂,lu,lou
赃,tsaon,tsaon
资,tsy,tsy
赅,ke,ke
赆,zin,zin
赇,jieu,jieu
赈,tsen,tsen
赉,le,le
赊,so,so
赋,fu,fu
赌,tu,tou
赍,tsi,tsi
赎,zoq,zoq
赏,saon,saon
赐,sy,sy
赑,bi,bi
赒,tseu,tseu
赓,ken,kan
赓,kan,kan
赓,kan,ken
赔,be,be
赖,la,le
赖,le,le
赖,la,la
赖伏鸡,la bu ci,le bu ci
赗,fon,fon
赘,tsoe,tse
赘,tse,tse
赙,vu,vu
赚,ze,ze
赛,se,se
赜,zaq,zaeq
赝,gni,gnie
赝,i,ie
赞,tse,tse
赟,ion,iun
赟,iun,iun
赠,zen,zen
赡,zoe,zoe
赢,yin,yin
赣,koe,koe
赤,tshaq,tsheq
赤,tshaq,tshaq
赤,tsheq,tsheq
赤日,tshaq zeq,tsheq zeq
赥,shiq,shiq
赦,so,so
赧,ne,noe
赧,noe,noe
赪,tshen,tshen
赫,heq,heq
赬,tshen,tshen
赭,tso,tso
走,tseu,tseu
赱,tseu,tseu
赳,cieu,cieu
赴,fu,fu
赵,zau,zau
赶,koe,koe
赶,jioq,koe
赶,jiuq,koe
起,chi,chi
起家,chi cia,chi cia
起更,chi kan,chi ken
趁,tshen,tshen
趄,tshia,tshia
趄,tsiu,tsi
超,tshau,tshau
超大,tshau du,tshau dou
超生,tshau san,tshau san
趉,jioq,jiuq
越,yoq,yuq
越,yuq,yuq
越,yoq,yiq
越大,yoq du,yuq dou
越大,yuq du,yuq dou
趋,tshiu,tshi
趋,sy,tshyu
趑,tshy,tshy
趒,dau,thiau
趒,thiau,thiau
趔,liq,liq
趕,koe,koe
趕,jioq,koe
趙,zau,zau
趜,jieu,jieu
趟,thaon,thaon
趣,tshiu,tshi
趤,daon,daon
趨,tshiu,tshi
趨,sy,tshyu
趯,thiq,thiq
趱,ze,ze
趲,ze,ze
足,tsoq,tsoq
趴,pha,bo
趴,bo,bo
趵,pau,pau
趸,ten,ten
趺,fu,fu
趼,ci,cie
趾,tsy,tsyu
趿,saq,saeq
趿,saq,seq
跂,chi,chi
跂,ji,ji
跃,yaq,yaq
跃,iaq,iaq
跄,tshian,tshian
跆,de,de
跈,di,die
跋,baq,baeq
跌,tiq,tiq
跍,gu,kou
跎,du,dou
跏,cia,cia
跏,ka,cia
跏,ka,ka
跐,tshy,tshy
跐,tshy,tsy
跑,bau,bau
跑脫了,bau theq leq,bau theq leq
跑脱了,bau theq leq,bau theq leq
跖,tsaq,tsaq
跗,fu,fu
跗,vu,vu
跙,tshia,tshia
跙,tsiu,tsi
跚,se,se
跛,pu,pu
跛,pu,phu
距,jiu,jiu
跞,liq,liq
跞,loq,loq
跟,ken,ken
跟个,ken gheq,ken keq
跡,tsiq,tsiq
跣,si,sie
跤,kau,ciau
跤,ciau,ciau
跤,kau,kau
跨,kho,kho
跨,khua,kho
跪,gue,gue
跪,jiu,jiu
跫,chian,chian
跬,khue,khue
路,lu,lou
路易,lu i,lou i
跱,zy,zyu
跳,thiau,thiau
跳,diau,diau
践,zi,zie
跶,daq,daeq
跶,thaq,thaeq
跷,chiau,chiau
跸,piq,piq
跹,si,sie
跺,tu,tou
跻,tsi,tsi
跼,jioq,jioq
跽,ji,ji
踅,ziq,ziq
踉,lian,lian
踊,ion,ion
踌,zeu,zeu
踏,daq,daeq
踐,zi,zie
踔,tshau,tshau
踛,loq,loq
踝,wa,gho
踞,ciu,ciu
踟,zy,zyu
踡,jioe,jioe
踢,thiq,thiq
踣,boq,boq
踦,chi,chi
踦,gni,gni
踩,tshe,tshe
踪,tson,tson
踬,tsy,tsyu
踮,ti,tie
踯,zeq,zeq
踱,doq,doq
踴,ion,ion
踵,tson,tson
踶,di,di
踹,zoe,zoe
踺,ji,jie
踼,than,thaon
踼,thaon,thaon
踽,ciu,ciu
蹀,diq,diq
蹁,bi,bie
蹂,leu,zeu
蹂,zeu,zeu
蹄,di,di
蹅,tsho,tsho
蹇,ci,cie
蹇,ci,chie
蹈,dau,dau
蹉,tshu,tshou
蹊,chi,chi
蹊,yi,yi
蹋,thaq,thaeq
蹋,daq,daeq
蹌,tshian,tshian
蹍,gni,gnie
蹐,tsiq,tsiq
蹑,gniq,gniq
蹒,boe,boe
蹒,moe,moe
蹓,lieu,leu
蹔,ze,ze
蹕,piq,piq
蹖,tshon,tshon
蹗,loq,loq
蹙,tsoq,tshoq
蹙,tshoq,tshoq
蹚,thaon,thaon
蹜,soq,soq
蹟,tsiq,tsiq
蹠,tsaq,tseq
蹢,tiq,tiq
蹣,boe,boe
蹣,moe,moe
蹤,tson,tson
蹦,pan,pan
蹦,pon,pon
蹨,gni,gnie
蹩,biq,biq
蹬,ten,ten
蹭,tshen,tshen
蹯,ve,ve
蹰,zy,zyu
蹱,tson,tson
蹱,tson,tshon
蹲,ten,ten
蹲了,ten leq,ten leq
蹴,tshoq,tshoq
蹶,cioq,ciuq
蹶,ciuq,ciuq
蹹,daq,daeq
蹺,chiau,chiau
蹻,chiau,chiau
蹼,phoq,phoq
蹽,liau,liau
蹾,ten,ten
蹿,tshoe,tshoe
躁,tsau,tsau
躁,tshau,tshau
躂,daq,daeq
躅,zoq,zoq
躇,zy,zyu
躉,ten,ten
躊,zeu,zeu
躋,tsi,tsi
躍,yaq,yaq
躍,iaq,iaq
躏,lin,lin
躐,liq,liq
躑,zeq,zeq
躒,liq,liq
躒,loq,loq
躓,tsy,tsyu
躔,zoe,zoe
躕,zy,zyu
躚,si,sie
躜,tsoe,tsoe
躞,siq,siq
躡,gniq,gniq
躥,tshoe,tshoe
躦,tsoe,tsoe
躪,lin,lin
身,sen,sen
躬,kon,kon
躯,chiu,chiu
躰,thi,thi
躱,tu,tou
躲,tu,tou
躴,laon,laon
躺,thaon,thaon
躽,i,ie
躿,khaon,khaon
軀,chiu,chiu
軆,thi,thi
車,tsho,tsho
車,ciu,ciu
車行,tsho ghaon,tsho ghaon
車長,tsho tsan,tsho tsan
車馬炮,ciu mo phau,ciu mo phau
軋,gaq,gaeq
軌,kue,kue
軍,cion,ciun
軍,ciun,ciun
軍樂,cion yaq,ciun yaq
軍樂,ciun yaq,ciun yaq
軍長,cion tsan,ciun tsan
軍長,ciun tsan,ciun tsan
軏,ngeq,ngeq
軑,da,da
軒,shi,shie
軔,zen,zen
軛,ngeq,ngeq
軝,ji,ji
軟,gnioe,ngoe
軟耳朵,gnioe gni tu,ngoe gni tou
軤,hu,hou
軫,tsen,tsen
軰,be,be
軰,pe,pe
軲,ku,kou
軲,khu,khou
軸,jioq,jioq
軸,jiuq,jioq
軹,tsy,tsyu
軺,yau,yau
軻,khu,khou
軼,yiq,yiq
軾,seq,seq
較,ciau,ciau
較大,ciau du,ciau dou
較易,ciau i,ciau i
輅,lu,lou
輅,loq,loq
輇,zi,zie
輈,tseu,tseu
載,tse,tse
載,ze,ze
輊,tsy,tsyu
輋,so,so
輒,tseq,tseq
輒,tseq,tsheq
輓,ue,ue
輔,vu,vu
輔,fu,fu
輔音,fu in,fu in
輔音,vu in,vu in
輕,chin,chin
輕敲,chin chiau,chin chiau
輕易,chin i,chin i
輕率,chin se,chin se
輗,gni,gni
輛,lian,lian
輜,tsy,tsy
輝,hue,hue
輞,maon,maon
輟,tshoq,tshoq
輟,tshoq,tsheq
輥,kuen,kuen
輦,gni,gnie
輩,pe,pe
輪,len,len
輬,lian,lian
輭,gnioe,ngoe
輮,zeu,zeu
輯,tshiq,tshiq
輳,tsheu,tsheu
輶,yeu,yeu
輸,sy,syu
輻,foq,foq
輼,uen,uen
輾,tsoe,tsoe
輿,yu,yu
轂,koq,koq
轄,haq,haeq
轄,shiaq,huaeq
轄,huaq,huaeq
轅,yoe,yoe
轆,loq,loq
轉,tsoe,tsoe
轍,tsheq,tsheq
轎,jiau,jiau
轔,lin,lin
轟,hon,hon
轡,phe,phe
轢,liq,liq
轤,lu,lou
车,tsho,tsho
车,ciu,ciu
车行,tsho ghaon,tsho ghaon
车长,tsho tsan,tsho tsan
车马炮,ciu mo phau,ciu mo phau
轧,gaq,gaeq
轨,kue,kue
轩,shi,shie
轪,da,da
轫,zen,zen
转,tsoe,tsoe
轭,ngeq,ngeq
轮,len,len
软,gnioe,ngoe
软耳朵,gnioe gni tu,ngoe gni tou
轰,hon,hon
轱,ku,kou
轱,khu,khou
轲,khu,khou
轳,lu,lou
轴,jioq,jioq
轴,jiuq,jioq
轵,tsy,tsyu
轶,yiq,yiq
轷,hu,hou
轸,tsen,tsen
轹,liq,liq
轺,yau,yau
轻,chin,chin
轻敲,chin chiau,chin chiau
轻易,chin i,chin i
轻率,chin se,chin se
轼,seq,seq
载,tse,tse
载,ze,ze
轾,tsy,tsyu
轿,jiau,jiau
辀,tseu,tseu
辁,zi,zie
辂,lu,lou
辂,loq,loq
较,ciau,ciau
较大,ciau du,ciau dou
较易,ciau i,ciau i
辄,tseq,tseq
辄,tseq,tsheq
辅,vu,vu
辅,fu,fu
辅音,fu in,fu in
辅音,vu in,vu in
辆,lian,lian
辇,gni,gnie
辈,pe,pe
辉,hue,hue
辊,kuen,kuen
辋,maon,maon
辌,lian,lian
辍,tshoq,tshoq
辍,tshoq,tsheq
辎,tsy,tsy
辏,tsheu,tsheu
辐,foq,foq
辑,tshiq,tshiq
辒,uen,uen
输,sy,syu
辔,phe,phe
辕,yoe,yoe
辖,haq,haeq
辖,shiaq,huaeq
辖,huaq,huaeq
辗,tsoe,tsoe
辘,loq,loq
辙,tsheq,tsheq
辚,lin,lin
辛,sin,sin
辜,ku,kou
辞,zy,zy
辟,phiq,phiq
辟,piq,piq
辣,laq,laeq
辤,zy,zy
辦,be,be
辦家家,be ka ka,be cia cia
辨,bi,bie
辩,bi,bie
辫,bi,bie
辭,zy,zy
辮,bi,bie
辯,bi,bie
辰,zen,zen
辱,zoq,zoq
辱,gnioq,zoq
農,non,non
農行,non ghaon,non ghaon
辵,tshaq,tshaq
辶,tshaq,tshaq
边,pi,pie
边个,pi ku,pie keq
边塞,pi se,pie se
辽,liau,liau
达,daq,daeq
辿,tshoe,tsoe
迁,tshi,tshie
迂,iu,iu
迂,yu,iu
迄,chiq,chiq
迅,shiun,shiun
迅,sin,sin
迆,yi,yi
过,ku,kou
过个,ku ku,kou keq
过剩,ku zen,kou zen
过大,ku du,kou dou
过房儿子,ku vaon gni tsy,kou baon gni tsy
迈,me,me
迋,guaon,kuaon
迋,waon,waon
迎,gnin,gnin
运,yon,yun
运,yun,yun
近,jin,jin
近个,jin gheq,jin keq
迓,ia,ia
返,fe,fe
返家,fe cia,fe cia
迕,ng,ng
迕,wu,vu
还,we,we
还,ghe,ghe
还以为,ghe i we,ghe i we
还会,ghe we,ghe we
还勒,ghe leq,ghe leq
还勿如,ghe veq zy,ghe veq zyu
还勿晓得,ghe veq shiau teq,ghe veq shiau teq
还在,ghe ze,ghe ze
还在,we ze,we ze
还好,ghe hau,ghe hau
还好,we hau,we hau
还弗如,ghe veq zy,ghe feq zyu
还弗晓得,ghe veq shiau teq,ghe feq shiau teq
还得,ghe teq,ghe teq
还得,we teq,we teq
还怕,ghe pho,ghe pho
还想,ghe sian,ghe sian
还是,ghe zy,ghe zyu
还有,ghe yeu,ghe yeu
还未,ghe vi,ghe vi
还来,ghe le,ghe le
还来,we le,we le
还没,ghe meq,ghe meq
还算,ghe soe,ghe soe
还能,ghe nen,ghe nen
还要,ghe iau,ghe iau
还说,ghe seq,ghe seq
这,tseq,tseq
这个,tseq ku,tseq keq
这家,tseq cia,tseq cia
进,tsin,tsin
远,yoe,yoe
违,we,we
连,li,lie
连个,li ku,lie keq
连日,li zeq,lie zeq
连长,li tsan,lie tsan
迟,zy,zyu
迢,diau,diau
迤,yi,yi
迤,i,i
迥,cion,cion
迦,ka,cia
迦,ka,ga
迦,ka,jia
迨,de,de
迩,er,er
迪,diq,diq
迫,phaq,pheq
迫,phaq,peq
迫降,phaq ghaon,pheq ghaon
迫降,phaq kaon,pheq kaon
迭,diq,diq
迭个,diq gheq,diq keq
迮,tsaq,tsaeq
述,zeq,zeq
迳,cin,cin
迴,we,we
迷,mi,mi
迸,pan,pan
迹,tsiq,tsiq
迺,ne,ne
迻,yi,yi
追,tsoe,tse
退,the,the
退行,the ghaon,the ghaon
退行,the yin,the yin
送,son,son
适,seq,seq
适,kuaq,kuaeq
逃,dau,dau
逄,baon,baon
逅,gheu,gheu
逆,gniq,gniq
选,si,sie
选了,si leq,sie leq
逊,sen,sen
逋,pu,pu
逍,siau,siau
透,theu,theu
逐,zoq,zoq
逐个,zoq ku,zoq keq
逐個,zoq ku,zoq kou
逐行,zoq ghaon,zoq ghaon
逑,jieu,jieu
递,di,di
途,du,dou
逕,cin,cin
逖,thiq,thiq
逗,deu,deu
逗,teu,teu
這,tseq,tseq
這個,tseq ku,tseq kou
這家,tseq cia,tseq cia
通,thon,thon
逛,guaon,kuaon
逛,kuaon,kuaon
逝,zy,zyu
逞,tshen,tshen
速,soq,soq
造,zau,zau
造个,zau gheq,zau keq
逡,tshin,tshin
逢,von,von
連,li,lie
連個,li ku,lie kou
連日,li zeq,lie zeq
連長,li tsan,lie tsan
逦,li,li
逩,pen,pen
逭,woe,woe
逮,de,de
逮,di,di
逯,loq,loq
週,tseu,tseu
進,tsin,tsin
逴,tshoq,tshoq
逵,gue,gue
逶,ue,ue
逸,yiq,yiq
逻,lu,lou
逼,piq,piq
逼死,piq si,piq sy
逼死,piq sy,piq sy
逾,yu,yu
遁,den,den
遂,zoe,ze
遄,zoe,zoe
遆,di,di
遇,yu,yu
遇,gniu,gniu
遊,yeu,yeu
運,yon,yun
運,yun,yun
遍,pi,pie
遍,phi,phie
過,ku,kou
過個,ku ku,kou kou
過剩,ku zen,kou zen
過大,ku du,kou dou
過房兒子,ku vaon gni tsy,kou baon gni tsy
遏,eq,eq
遐,shia,ia
遐,shia,io
遑,waon,waon
遒,zieu,zeu
遒,jieu,zeu
道,dau,dau
道行,dau ghan,dau ghan
達,daq,daeq
違,we,we
遗,yi,yi
遘,keu,keu
遙,yau,yau
遛,lieu,leu
遜,sen,sen
遝,deq,deq
遞,di,di
遠,yoe,yoe
遢,thaq,thaeq
遣,chi,chie
遥,yau,yau
遨,gau,ngau
遨,ngau,ngau
適,seq,seq
遭,tsau,tsau
遮,tso,tso
遮,tsa,tso
遲,zy,zyu
遴,lin,lin
遵,tsen,tsen
遷,tshi,tshie
選,si,sie
選了,si leq,sie leq
遹,yoq,ioq
遹,yuq,yuq
遺,yi,yi
遼,liau,liau
遽,jiu,jiu
遽,ciu,ciu
避,bi,bi
邀,iau,iau
邁,me,me
邂,ya,ye
邃,soe,se
還,we,we
還,ghe,ghe
還以爲,ghe i we,ghe i we
還來,ghe le,ghe le
還來,we le,we le
還勒,ghe leq,ghe leq
還勿如,ghe veq zy,ghe veq zyu
還勿曉得,ghe veq shiau teq,ghe veq shiau teq
還在,ghe ze,ghe ze
還在,we ze,we ze
還好,ghe hau,ghe hau
還好,we hau,we hau
還弗如,ghe veq zy,ghe feq zyu
還弗曉得,ghe veq shiau teq,ghe feq shiau teq
還得,ghe teq,ghe teq
還得,we teq,we teq
還怕,ghe pho,ghe pho
還想,ghe sian,ghe sian
還是,ghe zy,ghe zyu
還會,ghe we,ghe we
還有,ghe yeu,ghe yeu
還未,ghe vi,ghe vi
還沒,ghe meq,ghe meq
還算,ghe soe,ghe soe
還能,ghe nen,ghe nen
還要,ghe iau,ghe iau
還說,ghe seq,ghe seq
邇,er,er
邈,miau,miau
邈,miau,moq
邊,pi,pie
邊個,pi ku,pie kou
邊塞,pi se,pie se
邋,laq,laeq
邏,lu,lou
邑,iq,iq
邒,din,din
邓,den,ten
邓,den,den
邕,ion,ion
邕,yon,yon
邗,ghoe,ghoe
邘,yu,yu
邙,maon,maon
邛,jion,jion
邝,kuaon,kuaon
邠,pin,pin
邡,faon,faon
邢,yin,yin
那,na,na
那个,na ku,na keq
那個,na ku,na kou
那家,na cia,na cia
那日,na zeq,na zeq
邦,paon,paon
邨,tshen,tshen
邨,den,den
邪,zia,zia
邬,u,ou
邮,yeu,yeu
邯,ghoe,ghoe
邰,the,the
邱,chieu,chieu
邲,biq,biq
邳,phi,phi
邳,phe,phe
邴,pin,pin
邵,zau,zau
邶,be,be
邸,ti,ti
邹,tseu,tseu
邺,gniq,gniq
邻,lin,lin
邽,kue,kue
邾,tsy,tsyu
邿,sy,syu
郁,ioq,ioq
郁,iuq,ioq
郁,yoq,ioq
郁,ioq,iuq
郃,gheq,gheq
郃,keq,keq
郄,chiq,chiq
郅,tseq,tseq
郇,sin,sin
郇,we,we
郈,gheu,gheu
郊,ciau,ciau
郊,yau,ciau
郎,laon,laon
郏,kaq,kaeq
郐,kue,kue
郑,zen,zen
郓,yon,yun
郓,yun,yun
郗,si,sie
郙,fu,fu
郚,ngu,ngou
郛,fu,fu
郜,kau,kau
郝,heq,heq
郟,kaq,kaeq
郡,jion,jiun
郡,jiun,jiun
郢,yin,yin
郢,in,in
郤,chiq,chiq
郦,liq,liq
郦,li,li
郧,yon,yun
郧,yun,yun
部,bu,bu
部長,bu tsan,bu tsan
部长,bu tsan,bu tsan
郪,tshi,tshi
郫,bi,bi
郭,koq,kueq
郭,koq,koq
郯,de,de
郲,le,le
郴,tshen,tshen
郵,yeu,yeu
郸,te,te
都,tu,tou
郾,i,ie
郿,me,me
鄀,zaq,zaq
鄂,ngoq,ngoq
鄃,sy,sy
鄄,cioe,cioe
鄅,yu,yu
鄆,yon,yun
鄆,yun,yun
鄉,shian,shian
鄉長,shian tsan,shian tsan
鄌,daon,daon
鄑,tsy,tsyu
鄒,tseu,tseu
鄔,u,ou
鄕,shian,shian
鄖,yon,yun
鄖,yun,yun
鄗,ghau,ghau
鄘,yon,yon
鄙,pi,pi
鄚,moq,moq
鄜,fu,fu
鄞,gnin,gnin
鄠,wu,ghou
鄢,i,ie
鄣,tsaon,tsan
鄧,den,ten
鄧,den,den
鄩,zin,zin
鄫,tsen,zen
鄭,zen,zen
鄮,meu,mau
鄯,zoe,zoe
鄰,lin,lin
鄱,bu,bu
鄲,te,te
鄳,man,man
鄴,gniq,gniq
鄶,kue,kue
鄹,tseu,tseu
鄺,kuaon,kuaon
酂,tse,tse
酃,lin,lin
酄,huoe,huoe
酅,yi,yi
酆,fon,fon
酇,tse,tse
酈,liq,liq
酈,li,li
酉,yeu,yeu
酊,tin,tin
酋,zieu,zeu
酋,jieu,zeu
酋長,zieu tsan,zeu tsan
酋长,zieu tsan,zeu tsan
酌,tsaq,tsaq
配,phe,phe
配乐,phe yaq,phe yaq
配樂,phe yaq,phe yaq
酎,zeu,zeu
酏,yi,yi
酐,koe,koe
酒,tsieu,tseu
酒鬼,tsieu kue,tseu kue
酗,shiu,shiu
酚,fen,fen
酝,ion,iun
酝,iun,iun
酞,tha,tha
酡,du,dou
酢,zoq,zoq
酣,hoe,hoe
酤,ku,kou
酥,su,sou
酦,faq,faeq
酦,pheq,pheq
酩,min,min
酪,loq,loq
酬,zeu,zeu
酮,don,don
酯,tsy,tsyu
酰,shi,shi
酰,si,sie
酱,tsian,tsian
酲,zen,zen
酴,du,dou
酵,kau,ciau
酵,shiau,shiau
酵,kau,kau
酶,me,me
酷,khoq,khoq
酸,soe,soe
酹,le,le
酺,bu,bu
酽,gni,gnie
酾,sa,sa
酿,gnian,gnian
醃,i,ie
醅,phe,phe
醇,zen,zen
醉,tsoe,tse
醉鬼,tsoe kue,tse kue
醋,tshu,tshou
醌,khuen,khuen
醍,di,di
醐,wu,ghou
醑,siu,si
醒,sin,sin
醚,mi,mi
醛,tshi,tshie
醜,tsheu,tsheu
醞,ion,iun
醞,iun,iun
醢,he,he
醣,daon,daon
醨,li,li
醪,lau,lau
醫,i,i
醫生,i san,i san
醬,tsian,tsian
醭,phoq,phoq
醮,tsiau,tsiau
醯,shi,shi
醱,faq,faeq
醱,pheq,pheq
醲,gnion,gnion
醴,li,li
醵,jiu,jiu
醵,jiu,jiaq
醺,shion,shiun
醺,shiun,shiun
醼,i,ie
醾,mi,mi
釀,gnian,gnian
釁,shin,shin
釃,sa,sa
釅,gni,gnie
釆,bi,bi
采,tshe,tshe
釉,yeu,yeu
释,seq,seq
釋,seq,seq
里,li,li
里長,li tsan,li tsan
里长,li tsan,li tsan
重,zon,zon
野,ya,ya
野,ya,ye
野鬼,ya kue,ya kue
量,lian,lian
量大福大,lian du foq du,lian dou foq dou
釐,li,li
金,cin,cin
釒,cin,cin
釓,gaq,gaeq
釔,iq,iq
釕,liau,liau
釗,tsau,tsau
釘,tin,tin
釙,phoq,phoq
釜,fu,fu
針,tsen,tsen
釣,tiau,tiau
釤,se,se
釦,kheu,kheu
釧,tshoe,tshoe
釩,ve,ve
釬,ghoe,ghoe
釴,yiq,yiq
釵,tsho,tsha
釵,tsha,tsha
釵,tsha,tsho
釷,thu,thou
釹,gniu,gniu
釺,tshi,tshie
釺,tshi,tshi
釿,cin,cin
鈀,pa,po
鈀,pha,pha
鈁,faon,faon
鈃,yin,yin
鈄,deu,deu
鈇,fu,fu
鈈,peq,peq
鈉,naq,naeq
鈉,naq,neq
鈍,den,den
鈐,ji,jie
鈑,pe,pe
鈔,tshau,tshau
鈕,gnieu,gnieu
鈕,gnieu,ngeu
鈞,cion,ciun
鈞,ciun,ciun
鈣,ke,ke
鈥,hu,hou
鈦,tha,tha
鈧,khaon,khaon
鈮,gni,gni
鈰,zy,zyu
鈴,lin,lin
鈴鐺,lin taon,lin taon
鈵,pin,pin
鈷,ku,kou
鈸,beq,beq
鈹,bi,bi
鈹,phi,phi
鈺,gnioq,gnioq
鈺,gnioq,cioq
鈾,yeu,yeu
鈿,di,die
鉀,ciaq,kaeq
鉀,kaq,kaeq
鉀,ciaq,ciaeq
鉅,jiu,jiu
鉈,du,dou
鉈,tha,tha
鉉,yoe,yoe
鉊,tsau,tsau
鉋,bau,bau
鉍,piq,piq
鉏,zy,zy
鉑,boq,boq
鉑,paq,paq
鉕,phu,phu
鉗,ji,jie
鉚,mau,mau
鉛,khe,khe
鉞,yoq,yuq
鉞,yuq,yuq
鉢,peq,peq
鉤,keu,keu
鉥,zeq,zeq
鉦,tsen,tsen
鉧,mu,mo
鉬,moq,moq
鉭,the,the
鉮,sen,sen
鉴,ci,cie
鉴,cie,cie
鉴,ke,ke
鉶,yin,yin
鉷,ghon,ghon
鉸,kau,ciau
鉸,ciau,ciau
鉸,kau,kau
鉺,er,er
鉻,koq,koq
鉿,ha,ha
銀,gnin,gnin
銀,gnin,gni
銀行,gnin ghaon,gnin ghaon
銃,tshon,tshon
銅,don,don
銈,ci,ci
銍,tseq,tseq
銎,chion,chion
銑,si,sie
銓,tshi,tshie
銖,zy,zyu
銖,tsy,tsyu
銘,min,min
銚,tiau,tiau
銚,diau,diau
銚,yau,yau
銛,ti,ti
銜,ghe,ye
銜,nge,nge
銜,ghe,ghe
銜,yi,ye
銜頭,nge deu,nge deu
銠,lau,lau
銣,zy,zyu
銥,i,i
銦,in,in
銨,oe,oe
銩,tieu,teu
銫,seq,seq
銬,khau,khau
銮,loe,loe
銱,tiau,tiau
銲,ghoe,ghoe
銳,zoe,ze
銳,soe,ze
銳,zoe,se
銷,siau,siau
銹,sieu,seu
銻,thi,thi
銼,tshu,tshou
鋁,liu,li
鋃,laon,laon
鋃鐺,laon taon,laon taon
鋅,sin,sin
鋆,yon,yun
鋆,yun,yun
鋇,pe,pe
鋈,oq,oq
鋌,din,din
鋏,kaq,kaeq
鋏,ciq,ciq
鋐,ghon,ghon
鋒,fon,fon
鋗,cioe,cioe
鋗,shioe,shioe
鋙,gniu,gniu
鋝,liq,liq
鋟,tshin,tshin
鋟,tshi,tshie
鋣,ya,ya
鋤,zy,zyu
鋤,zu,zy
鋤,zy,zou
鋥,zan,zan
鋦,cioq,ciuq
鋨,ngu,ngou
鋪,phu,phu
鋬,phe,phe
鋭,zoe,ze
鋮,zen,zen
鋯,kau,kau
鋰,li,li
鋱,theq,theq
鋶,lieu,leu
鋸,ciu,ciu
鋸,ciu,ke
