ch,wuu-sh
釙,phoq
釜,fu
針,tsen
釣,tiau
釤,se
釦,kheu
釧,tshoe
釩,ve
釬,ghoe
釴,yiq
釵,tsho
釵,tsha
釷,thu
釹,gniu
釺,tshi
釿,cin
鈀,pa
鈀,pha
鈁,faon
鈃,yin
鈄,deu
鈇,fu
鈈,peq
鈉,naq
鈍,den
鈐,ji
鈑,pe
鈔,tshau
鈕,gnieu
鈞,cion
鈞,ciun
鈣,ke
鈥,hu
鈦,tha
鈧,khaon
鈮,gni
鈰,zy
鈴,lin
鈴鐺,lin taon
鈵,pin
鈷,ku
鈸,beq
鈹,bi
鈹,phi
鈺,gnioq
鈾,yeu
鈿,di
鉀,ciaq
鉅,jiu
鉈,du
鉈,tha
鉉,yoe
鉊,tsau
鉋,bau
鉍,piq
鉑,boq
鉕,phu
鉗,ji
鉚,mau
鉛,khe
鉞,yoq
鉞,yuq
鉢,peq
鉤,keu
鉥,zeq
鉦,tsen
鉧,mu
鉬,moq
鉭,the
鉮,sen
鉴,ci
鉴,cie
鉴,ke
鉶,yin
鉷,ghon
鉸,kau
鉸,ciau
鉺,er
鉻,koq
鉿,ha
銀,gnin
銀行,gnin ghaon
銃,tshon
銅,don
銈,ci
銍,tseq
銎,chion
銑,si
銓,tshi
銖,zy
銘,min
銚,tiau
銚,diau
銚,yau
銛,ti
銜,ghe
銜,nge
銜頭,nge deu
銠,lau
銣,zy
銥,i
銦,in
銨,oe
銩,tieu
銫,seq
銬,khau
銮,loe
銱,tiau
銲,ghoe
銳,zoe
銳,soe
銷,siau
銹,sieu
銻,thi
銼,tshu
鋁,liu
鋃,laon
鋃鐺,laon taon
鋅,sin
鋆,yon
鋆,yun
鋇,pe
鋈,oq
鋌,din
鋏,kaq
鋐,ghon
鋒,fon
鋗,cioe
鋗,shioe
鋙,gniu
鋝,liq
鋟,tshin
鋣,ya
鋤,zy
鋤,zu
鋥,zan
鋦,cioq
鋨,ngu
鋪,phu
鋬,phe
鋭,zoe
鋮,zen
鋯,kau
鋰,li
鋱,theq
鋶,lieu
鋸,ciu
鋹,tshaon
鋼,kaon
錀,len
錁,khu
錄,loq
錆,tshian
錇,be
錈,jioe
錋,ban
錐,tsoe
錒,a
錕,khuen
錘,zoe
錙,tsy
錚,tsen
錚,tsan
錛,pen
錞,de
錞,zen
錟,de
錠,din
錡,ji
錢,zi
錤,ci
錦,cin
錨,mau
錫,siq
錮,ku
錯,tshu
錯,tsho
録,loq
錳,man
錶,piau
錸,le
錾,ze
鍀,teq
鍁,shi
鍃,hueq
鍆,men
鍇,khe
鍈,in
鍊,li
鍋,ku
鍍,du
鍏,we
鍔,ngoq
鍘,zaq
鍚,yan
鍛,toe
鍠,waon
鍤,tshaq
鍥,chiq
鍩,noq
鍪,meu
鍫,tshiau
鍬,tshiau
鍭,gheu
鍯,tshon
鍰,we
鍵,ji
鍶,sy
鍺,tse
鍼,tsen
鍾,tson
鎂,me
鎄,e
鎅,ga
鎇,me
鎊,paon
鎏,lieu
鎓,on
鎔,yon
鎖,su
鎖頭縛頸,su deu boq cin
鎗,tshian
鎘,keq
鎚,zoe
鎝,taq
鎡,tsy
鎢,u
鎣,yin
鎦,lieu
鎧,khe
鎩,saq
鎪,seu
鎬,kau
鎬,ghau
鎬京,ghau cin
鎭,tsen
鎮,tsen
鎮日,tsen zeq
鎮長,tsen tsan
鎯,laon
鎰,yiq
鎳,gniq
鎵,ka
鎸,ci
鎿,ne
鏃,tsoq
鏇,zi
鏈,li
鏊,ngau
鏌,moq
鏏,we
鏐,lieu
鏑,tiq
鏖,au
鏖,ngau
鏗,khen
鏘,tshian
鏜,thaon
鏝,moe
鏞,yon
鏟,tshe
鏡,cin
鏢,piau
鏤,leu
鏨,ze
鏰,pen
鏵,gho
鏵,wa
鏷,boq
鏹,chian
鏻,lin
鏽,sieu
鏾,si
鐃,gniau
鐆,zoe
鐇,ve
鐋,thaon
鐍,cioq
鐍,ciuq
鐐,liau
鐒,lau
鐓,ten
鐓,de
鐔,zin
鐘,tson
鐙,ten
鐝,jioq
鐝,jiuq
鐠,phu
鐦,khe
鐧,ke
鐨,fi
鐩,zoe
鐫,tsi
鐮,li
鐲,zoq
鐳,le
鐵,thiq
鐶,we
鐸,doq
鐺,tshan
鐺,taon
鐽,daq
鐾,bi
鐿,i
鑄,tsy
鑊,ghoq
鑌,pin
鑑,ci
鑑,cie
鑑,ke
鑒,ci
鑒,cie
鑒,ke
鑔,tshaq
鑕,tseq
鑞,laq
鑠,soq
鑣,piau
鑤,bau
鑥,lu
鑪,lu
鑫,shin
鑭,le
鑮,poq
鑰,yaq
鑱,ze
鑲,sian
鑷,gniq
鑹,tshoe
鑼,lu
鑽,tsoe
鑾,loe
鑿,zoq
钁,cioq
钁,ciuq
钂,thaon
钃,zoq
钅,cin
钆,gaq
钇,iq
针,tsen
钉,tin
钊,tsau
钋,phoq
钌,liau
钍,thu
钎,tshi
钏,tshoe
钐,se
钒,ve
钓,tiau
钔,men
钕,gniu
钖,yan
钗,tsho
钗,tsha
钘,yin
钙,ke
钚,peq
钛,tha
钜,jiu
钝,den
钞,tshau
钟,tson
钠,naq
钡,pe
钢,kaon
钣,pe
钤,ji
钥,yaq
钦,chin
钧,cion
钧,ciun
钨,u
钩,keu
钪,khaon
钫,faon
钬,hu
钭,deu
钮,gnieu
钯,pa
钯,pha
钰,gnioq
钱,zi
钲,tsen
钳,ji
钴,ku
钵,peq
钷,phu
钹,beq
钺,yoq
钺,yuq
钻,tsoe
钼,moq
钽,the
钾,ciaq
钿,di
铀,yeu
铁,thiq
铂,boq
铃,lin
铃铛,lin taon
铄,soq
铅,khe
铆,mau
铇,bau
铈,zy
铉,yoe
铊,du
铊,tha
铋,piq
铌,gni
铍,bi
铍,phi
铎,doq
铏,yin
铐,khau
铑,lau
铒,er
铕,ieu
铖,zen
铗,kaq
铘,ya
铙,gniau
铚,tseq
铛,tshan
铛,taon
铜,don
铝,liu
铞,tiau
铟,in
铠,khe
铡,zaq
铢,zy
铣,si
铤,din
铥,tieu
铦,ti
铧,gho
铧,wa
铨,tshi
铩,saq
铪,ha
铫,tiau
铫,diau
铫,yau
铬,koq
铭,min
铮,tsen
铮,tsan
铯,seq
铰,kau
铰,ciau
铱,i
铲,tshe
铳,tshon
铴,thaon
铵,oe
银,gnin
银行,gnin ghaon
铷,zy
铸,tsy
铹,lau
铺,phu
铻,gniu
铼,le
铽,theq
链,li
铿,khen
销,siau
锁,su
锁头缚颈,su deu boq cin
锂,li
锃,zan
锄,zy
锄,zu
锅,ku
锆,kau
锇,ngu
锈,sieu
锉,tshu
锊,liq
锋,fon
锌,sin
锍,lieu
锎,khe
锏,ke
锐,zoe
锐,soe
锑,thi
锒,laon
锒铛,laon taon
锓,tshin
锔,cioq
锕,a
锖,tshian
锗,tse
锘,noq
错,tshu
错,tsho
锚,mau
锛,pen
锜,ji
锝,teq
锞,khu
锟,khuen
锡,siq
锢,ku
锣,lu
锤,zoe
锥,tsoe
锦,cin
锧,tseq
锨,shi
锩,jioe
锪,hueq
锫,be
锬,de
锭,din
键,ji
锯,ciu
锰,man
锱,tsy
锲,chiq
锳,in
锴,khe
锵,tshian
锶,sy
锷,ngoq
锸,tshaq
锹,tshiau
锺,tson
锻,toe
锼,seu
锽,waon
锾,we
锿,e
镀,du
镁,me
镂,leu
镃,tsy
镄,fi
镅,me
镆,moq
镇,tsen
镇日,tsen zeq
镇长,tsen tsan
镉,keq
镊,gniq
镋,thaon
镌,ci
镌,tsi
镍,gniq
镎,ne
镏,lieu
镐,kau
镐,ghau
镐京,ghau cin
镑,paon
镒,yiq
镓,ka
镔,pin
镕,yon
镖,piau
镗,thaon
镘,moe
镚,pen
镛,yon
镜,cin
镝,tiq
镞,tsoq
镟,zi
镠,lieu
镡,zin
镢,cioq
镢,ciuq
镢,jioq
镢,jiuq
镣,liau
镤,boq
镥,lu
镦,ten
镦,de
镧,le
镨,phu
镩,tshoe
镪,chian
镫,ten
镬,ghoq
镭,le
镮,we
镯,zoq
镰,li
镱,i
镲,tshaq
镳,piau
镴,laq
镵,ze
镶,sian
長,zan
長,tsan
長了,tsan liau
長他,tsan tha
長出,tsan tsheq
長在,tsan ze
長大,tsan da
長大,zan du
長女,tsan gniu
長孫,tsan sen
長官,tsan kuoe
長幼,tsan ieu
長度,zan du
長成,tsan zen
長房,tsan vaon
長活,tsan weq
長滿,tsan moe
長男,tsan noe
長發頭浪,tsan faq deu laon
長發頭裏,tsan faq deu li
長相,tsan sian
長老,tsan lau
長者,tsan tse
長肥,tsan vi
長膘,tsan piau
長親,tsan tshin
長輩,tsan pe
長進,tsan tsin
長長,tsan zan
長鼓,tsan ku
長齋,tsan tsa
长,zan
长,tsan
长了,tsan liau
长亲,tsan tshin
长他,tsan tha
长出,tsan tsheq
长发头浪,tsan faq deu laon
长发头里,tsan faq deu li
长吁,zan yu
长在,tsan ze
长大,tsan da
长大,zan du
长女,tsan gniu
长孙,tsan sen
长官,tsan kuoe
长幼,tsan ieu
长度,zan du
长成,tsan zen
长房,tsan vaon
长斋,tsan tsa
长活,tsan weq
长满,tsan moe
长男,tsan noe
长相,tsan sian
长老,tsan lau
长者,tsan tse
长肥,tsan vi
长膘,tsan piau
长辈,tsan pe
长进,tsan tsin
长长,tsan zan
长鼓,tsan ku
門,men
閂,soe
閃,soe
閆,gni
閈,ghoe
閉,pi
開,khe
開間,khe ke
閌,khaon
閎,ghon
閏,gnin
閏,zen
閑,ghe
閑,ye
閑,yi
閒,ghe
閒,ye
閒,yi
間,ci
間,ke
間前天,ke zi thi
閔,min
閔行,min ghaon
閘,zaq
閙,nau
閛,phan
閡,gheq
閣,koq
閤,gheq
閥,vaq
閨,kue
閩,min
閩,min
閫,khuen
閬,laon
閭,liu
閯,sa
閱,yoq
閱,yuq
閶,tshaon
閹,i
閻,gni
閻,yi
閼,i
閼氏,i tsy
閽,huen
閾,yoq
閾,yuq
閿,ven
闃,chioq
闃,chiuq
闄,iau
闆,pe
闇,oe
闈,we
闉,in
闊,khueq
闊大,khueq du
闋,chioq
闋,chiuq
闌,le
闍,tu
闐,di
闑,gniq
闒,daq
闓,khe
闔,gheq
闕,chioq
闕,chiuq
闖,tshaon
關,kue
關亡,kue maon
關係,kue shi
關繫,kue shi
闞,khoe
闡,tshoe
闢,phiq
闥,daq
门,men
闩,soe
闪,soe
闫,gni
闬,ghoe
闭,pi
问,ven
问,men
问一问,men iq men
问世,men sy
问个,ven ku
问人,men gnin
问他,men tha
问价,men ka
问侬,men non
问候,men gheu
问及,men jiq
问句,men ciu
问号,men ghau
问好,men hau
问安,men oe
问我,men ngu
问政,men tsen
问案,men oe
问津,men tsin
问答,men taq
问罪,men zoe
问药,men yaq
问讯,men sin
问话,men gho
问谁,men ze
问谁,men zoe
问起,men chi
问路,men lu
问过,men ku
问道,men dau
问问,men men
问问,ven ven
问难,men ne
问鼎,men tin
闯,tshaon
闰,gnin
闰,zen
闱,we
闲,ghe
闲,ye
闲,yi
闲个,ghe gheq
闳,ghon
间,ci
间,ke
间前天,ke zi thi
闵,min
闵行,min ghaon
闶,khaon
闷,men
闸,zaq
闹,nau
闺,kue
闻,ven
闻,men
闼,daq
闽,min
闽,min
闾,liu
闿,khe
阀,vaq
阁,koq
阂,gheq
阃,khuen
阄,cieu
阅,yoq
阅,yuq
阆,laon
阇,tu
阈,yoq
阈,yuq
阉,i
阊,tshaon
阋,shiq
阌,ven
阍,huen
阎,gni
阎,yi
阏,i
阏氏,i tsy
阐,tshoe
阑,le
阒,chioq
阒,chiuq
阔,khueq
阔大,khueq du
阕,chioq
阕,chiuq
阖,gheq
阗,di
阘,daq
阙,chioq
阙,chiuq
阚,khoe
阜,vu
阜,veu
阝,iq
阝,veu
队,de
队日,de zeq
队长,de tsan
阡,tshi
阢,ngeq
阪,pe
阮,gnioe
阱,tsin
防,vaon
防,baon
防備,baon be
防備,vaon be
防备,baon be
防备,vaon be
防晒,vaon so
防曬,vaon so
防疫,baon yoq
防疫,baon yuq
阳,yan
阴,in
阵,zen
阶,cia
阶,ka
阶沿,ka yi
阻,tsu
阼,zu
阽,ti
阿,aq
阿,a
阿,u
阿,o
阿们,a men
阿伐,a vaq
阿伦,a len
阿們,a men
阿倫,a len
阿兄,a shion
阿兄,aq shion
阿叔,a soq
阿叔,aq soq
阿呀,a ia
阿哥,a ku
阿哥,aq ku
阿嚏,a thi
阿囡,aq noe
阿土生,aq thu san
阿坝,a po
阿壩,a po
阿大,aq du
阿奉,a von
阿妈,a ma
阿妈,aq ma
阿姨,a yi
阿姨,aq yi
阿娘,a gnian
阿娘,aq gnian
阿婆,a bu
阿婆,aq bu
阿婶,a sen
阿婶,aq sen
阿媽,a ma
阿媽,aq ma
阿嬤,a mo
阿嬷,a mo
阿嬸,a sen
阿嬸,aq sen
阿尔,a er
阿屈死,aq chioq si
阿屈死,aq chiuq si
阿弟,a di
阿弟,aq di
阿房,u vaon
阿扁,a pi
阿拉,a la
阿拉,a la
阿拉,aq laq
阿拉个,aq laq gheq
阿拉個,aq laq gheq
阿拉勿來,aq laq veq le
阿拉勿来,aq laq veq le
阿柏,a paq
阿比,a pi
阿爷,a ya
阿爺,a ya
阿爾,a er
阿片,a phi
阿牛,a gnieu
阿生,aq san
阿胡,a wu
阿胡子,aq wu tsy
阿胶,u kau
阿膠,u kau
阿舅,a jieu
阿舅,aq jieu
阿裏,a li
阿裏,aq li
阿訇,a hon
阿諛,a yu
阿諾,a noq
阿诺,a noq
阿谀,a yu
阿里,a li
阿里,aq li
阿門,a men
阿门,a men
阿附,a vu
阿鼻,a biq
陀,du
陂,bi
附,vu
际,tsi
陆,loq
陇,lon
陈,zen
陉,yin
陋,leu
陌,maq
陌生,maq san
降,kaon
降,ghaon
降,cian
降伏,ghaon voq
降妖,ghaon iau
降将,ghaon tsian
降將,ghaon tsian
降魔,ghaon mu
陎,zy
限,ghe
限,ye
陑,er
陔,ke
陕,soe
陘,yin
陛,bi
陝,soe
陞,sen
陟,tseq
陡,teu
院,yoe
院長,yoe tsan
院长,yoe tsan
陣,zen
除,zy
陧,gniq
陨,yon
陨,yun
险,shi
陪,be
陬,tseu
陰,in
陲,zoe
陳,zen
陴,bi
陵,lin
陶,dau
陷,ghe
陷,yi
陷害,yi ghe
陸,loq
陽,yan
陿,ghaq
隂,in
隃,sy
隄,di
隅,gniu
隆,lon
隈,ue
隊,de
隊日,de zeq
隊長,de tsan
隋,zoe
隍,waon
階,cia
階,ka
階沿,ka yi
随,zoe
隐,in
隑,ge
隔,kaq
隔行,kaq ghaon
隕,yon
隕,yun
隗,we
隘,e
隙,shiq
際,tsi
障,tsaon
隞,ngau
隤,de
隧,zoe
隨,zoe
隩,au
隩,ioq
險,shi
隮,tsi
隰,ziq
隱,in
隲,ciq
隳,hue
隴,lon
隵,shi
隶,di
隶,de
隸,di
隹,tsoe
隺,ghoq
隺,ngoq
隻,tsaq
隼,sen
隽,tsin
隽,zi
难,ne
难咽,ne i
难得个是,ne teq gheq zy
难易,ne i
难行,ne ghan
雀,tshiaq
雁,i
雁行,i ghaon
雄,yon
雅,ia
雅乐,ia yaq
雅樂,ia yaq
集,ziq
雇,ku
雉,zy
雊,keu
雋,tsin
雋,zi
雌,tshy
雌伏雄,tshy bu yon
雍,ion
雎,tsiu
雏,zy
雒,loq
雕,tiau
雖,soe
雖大,soe du
雙,saon
雙十,saon seq
雙行,saon ghaon
雙行,saon yin
雛,zy
雜,zaq
雞,ci
雞仔,ci tse
雠,zeu
離,li
離伊,li i
難,ne
難得個是,ne teq gheq zy
難易,ne i
難行,ne ghan
雨,yu
雨停了,yu din leq
雩,yu
雪,siq
雪仗,siq tsan
雯,ven
雲,yon
雲,yun
雳,liq
零,lin
雷,le
雹,bau
電,di
雾,wu
需,siu
霁,tsi
霄,siau
霆,din
震,tsen
霈,phe
霉,me
霍,hoq
霎,saq
霏,fi
霑,tsoe
霓,gni
霖,lin
霜,saon
霞,ia
霧,wu
霪,yin
霭,e
霰,si
露,lu
霸,po
霸,pa
霹,phiq
霽,tsi
霾,me
靂,liq
靄,e
靆,de
靈,lin
靉,e
靉,i
靐,bin
靑,tshin
青,tshin
靓,lian
靓,zin
靓仔,lian tse
靖,zin
静,zin
靚,lian
靚,zin
靚仔,lian tse
靛,di
靜,zin
非,fi
靠,khau
靡,mi
面,mi
面交,mi kau
面生,mi san
靥,iq
靦,mi
靨,iq
革,keq
靬,ci
靬,ji
靰,u
靳,cin
靴,shioe
靶,po
靶,pa
靸,saq
靺,meq
靼,taq
靽,poe
靿,au
靿,iau
鞁,bi
鞅,ian
鞋,gha
鞍,oe
鞏,kon
鞑,daq
鞒,jiau
鞔,moe
鞘,siau
鞝,zaon
鞠,cioq
鞠,ciuq
鞡,la
鞣,zeu
鞦,tshieu
鞧,tshieu
鞨,gheq
鞫,cioq
鞭,pi
鞮,ti
鞯,tsi
鞲,keu
鞳,thaq
鞴,bi
鞽,jiau
韁,cian
韂,tshoe
韃,daq
韆,tshi
韉,tsi
韋,we
韌,gnin
韌,zen
韌度,gnin du
韍,feq
韓,ghoe
韙,we
韜,thau
韞,ion
韞,iun
韦,we
韧,gnin
韧,zen
韧度,gnin du
韨,feq
韩,ghoe
韪,we
韫,ion
韫,iun
韬,thau
韭,cieu
音,in
音个,in gheq
韵,yon
韵,yun
韶,zau
韻,yon
韻,yun
響,shian
頁,yiq
頂,tin
頃,chin
項,ghaon
順,zen
順風耳朵,zen fon gni tu
頇,hoe
須,siu
頊,shioq
頌,zon
頌,son
頍,khue
頎,ji
頏,khaon
預,yu
預交,yu kau
頑,woe
頑,we
頑,me
頒,pe
頓,ten
頓教,ten kau
頔,diq
頗,phu
頗大,phu du
領,lin
頜,gheq
頜,keq
頠,we
頡,ciaq
頡,kaq
頡,yiq
頤,yi
頦,ghe
頫,fu
頭,deu
頭生,deu san
頰,ciaq
頰,ciq
頲,thin
頵,cion
頵,ciun
頷,ghoe
頸,cin
頹,de
頹,the
頻,bin
顆,khu
題,di
額,ngaq
顎,ngoq
顏,nge
顏,yi
顑,he
顒,gnion
顓,tsoe
願,gnioe
願望,gnioe waon
顙,saon
顚,ti
顛,ti
類,le
顢,moe
顥,ghau
顧,ku
顫,tshoe
顬,zy
顯,shi
顰,bin
顱,lu
顳,gniq
顴,jioe
页,yiq
顶,tin
顷,chin
顸,hoe
项,ghaon
顺,zen
顺风耳朵,zen fon gni tu
须,siu
顼,shioq
顽,woe
顽,we
顽,me
顾,ku
顿,ten
顿教,ten kau
颀,ji
颁,pe
颂,zon
颂,son
颃,khaon
预,yu
预交,yu kau
颅,lu
领,lin
颇,phu
颇大,phu du
颈,cin
颉,ciaq
颉,kaq
颉,yiq
颊,ciaq
颊,ciq
颋,thin
颌,gheq
颌,keq
颍,yin
颏,ghe
颐,yi
频,bin
颓,de
颓,the
颔,ghoe
颖,yin
颗,khu
题,di
颙,gnion
颚,ngoq
颛,tsoe
颜,nge
颜,yi
额,ngaq
颞,gniq
颟,moe
颠,ti
颡,saon
颢,ghau
颤,tshoe
颥,zy
颦,bin
颧,jioe
風,fon
風停了,fon din leq
風大,fon du
風靜了,fon zin leq
颬,ha
颬,ho
颭,tsoe
颮,piau
颯,saq
颱,de
颳,kuaq
颶,jiu
颸,sy
颹,we
颺,yan
颼,seu
飀,lieu
飄,phiau
飆,piau
风,fon
风停了,fon din leq
风大,fon du
风静了,fon zin leq
飏,yan
飐,tsoe
飑,piau
飒,saq
飓,jiu
飔,sy
飕,seu
飗,lieu
飘,phiau
飙,piau
飚,piau
飛,fi
飞,fi
食,zeq
飠,zeq
飢,ci
飧,sen
飨,shian
飩,den
飪,zen
飫,iu
飭,tsheq
飮,in
飯,ve
飲,in
飴,yi
飼,zy
飼餵,zy ue
飽,pau
飾,seq
飿,teq
餃,ciau
餄,kaq
餅,pin
餈,zy
餉,sian
養,yan
養刁囡,yan tiau noe
養大,yan du
餌,er
餍,i
餎,kaq
餐,tshoe
餑,beq
餒,ne
餓,ngu
餓鬼,ngu kue
餗,soq
餘,yu
餚,yau
餛,wen
餜,ku
餞,zi
餠,pin
餡,ghe
餡,yi
館,kuoe
館長,kuoe tsan
餩,ge
餬,wu
餮,thiq
餳,zin
餵,iu
餵,ue
餵得,ue teq
餵畜,ue tshoq
餵馬,ue mo
餶,kueq
餷,tsho
餼,shi
餾,lieu
餿,seu
饁,yiq
饃,mu
饅,moe
饈,sieu
饉,jin
饊,se
饋,gue
饌,zoe
饑,ci
饒,gniau
饒,zau
饔,ion
饕,thau
饗,shian
饘,tsoe
饜,i
饞,ze
饞涎,ze yi
饢,naon
饣,zeq
饥,ci
饧,zin
饨,den
饩,shi
饪,zen
饫,iu
饬,tsheq
饭,ve
饮,in
饯,zi
饰,seq
饱,pau
饲,zy
饳,teq
饴,yi
饵,er
饶,gniau
饶,zau
饷,sian
饸,kaq
饹,kaq
饺,ciau
饻,shi
饼,pin
饽,beq
饿,ngu
饿鬼,ngu kue
馀,yu
馁,ne
馃,ku
馄,wen
馅,ghe
馅,yi
馆,kuoe
馆长,kuoe tsan
馇,tsho
馈,gue
馉,kueq
馊,seu
馋,ze
馋涎,ze yi
馌,yiq
馍,mu
馏,lieu
馐,sieu
馑,jin
馒,moe
馓,se
馔,zoe
馕,naon
首,seu
首个,seu ku
首個,seu ku
首家,seu cia
首長,seu tsan
首长,seu tsan
馗,gue
馗,jiu
馘,kuaq
香,shian
馝,biq
馞,beq
馥,foq
馧,ion
馧,iun
馨,shin
馬,mo
馬,ma
馬仔,mo tse
馬圈,mo jioe
馬桶間,mo don ke
馭,gniu
馮,von
馮,bin
馱,du
馳,zy
馴,shion
馴,shiun
馹,gniq
馼,ven
駁,poq
駃,cioq
駃,ciuq
駃,khua
駉,cion
駐,tsy
駑,nu
駒,ciu
駓,phi
駔,tsaon
駕,ka
駕,cia
駕照,cia tsau
駕照,ka tsau
駕馭,cia gniu
駕駛,cia sy
駕駛,ka sy
駕齡,cia lin
駕齡,ka lin
駘,de
駙,vu
駛,sy
駝,du
駟,sy
駢,bi
駪,sen
駭,ghe
駰,in
駱,loq
駸,tshin
駺,laon
駼,du
駿,tsin
駿,tsiun
騁,tshen
騂,sin
騄,loq
騅,tsoe
騈,bi
騊,dau
騍,khu
騎,ji
騏,ji
騑,fi
騖,wu
騙,phi
騞,huaq
騠,di
騤,gue
騫,chi
騭,tsiq
騭,tseq
騮,lieu
騰,den
騱,yi
騵,gnioe
騶,tseu
騷,sau
騸,soe
騻,saon
騾,lu
驀,maq
驁,ngau
驂,tshoe
驃,piau
驃,phiau
驄,tshon
驅,chiu
驅鬼,chiu kue
驊,gho
驊,wa
驌,soq
驍,shiau
驎,lin
驏,ze
驐,ten
驕,ciau
驗,gni
驚,cin
驚呆,cin te
驛,yiq
驟,zeu
驢,liu
驢,lu
驤,sian
驥,ci
驦,saon
驩,huoe
驪,li
驫,piau
马,mo
马,ma
马仔,mo tse
马圈,mo jioe
马桶间,mo don ke
驭,gniu
驮,du
驯,shion
驯,shiun
驰,zy
驱,chiu
驱鬼,chiu kue
驲,gniq
驳,poq
驴,liu
驴,lu
驵,tsaon
驶,sy
驷,sy
驸,vu
驹,ciu
驺,tseu
驻,tsy
驼,du
驽,nu
驾,ka
驾,cia
驾照,cia tsau
驾照,ka tsau
驾驭,cia gniu
驾驶,cia sy
驾驶,ka sy
驾龄,cia lin
驾龄,ka lin
驿,yiq
骀,de
骁,shiau
骂,mo
骂,ma
骃,in
骄,ciau
骅,gho
骅,wa
骆,loq
骇,ghe
骈,bi
骉,piau
骊,li
骋,tshen
验,gni
骍,sin
骎,tshin
骏,tsin
骏,tsiun
骐,ji
骑,ji
骒,khu
骓,tsoe
骕,soq
骖,tshoe
骗,phi
骘,tsiq
骘,tseq
骙,gue
骚,sau
骛,wu
骜,ngau
骝,lieu
骞,chi
骟,soe
骠,piau
骠,phiau
骡,lu
骢,tshon
骣,ze
骤,zeu
骥,ci
骦,saon
骧,sian
骨,kueq
骨髓,kueq si
骨髓,kueq zoe
骯,aon
骰,deu
骱,ga
骵,thi
骶,ti
骷,khu
骸,ghe
骹,gau
骺,gheu
骼,kaq
骾,kan
髀,bi
髁,khu
髂,chia
髃,gniu
髅,leu
髈,phaon
髋,khuoe
髌,bin
髎,liau
髏,leu
髑,doq
髒,tsaon
髓,zoe
髓,si
體,thi
髕,bin
髖,khuoe
高,kau
髟,piau
髡,khuen
髢,di
髦,mau
髪,faq
髫,diau
髭,tsy
髮,faq
髯,ze
髹,shieu
髻,ciq
髽,tsa
鬃,tson
鬆,son
鬈,jioe
鬍,wu
鬏,tsieu
鬒,tsen
鬓,pin
鬘,me
鬚,siu
鬟,gue
鬢,pin
鬣,laq
鬥,teu
鬧,nau
鬨,hon
鬩,shiq
鬮,cieu
鬯,tshan
鬱,ioq
鬱,iuq
鬲,keq
鬶,kue
鬷,tson
鬹,kue
鬻,yoq
鬻,yuq
鬼,ciu
鬼,kue
鬼哭,kue khoq
鬼城,kue zen
鬼子,kue tsy
鬼屋,kue oq
鬼影,kue in
鬼怪,kue kua
鬼才,kue ze
鬼混,kue wen
鬼火,kue hu
鬼物,kue veq
鬼王,kue waon
鬼神,kue zen
鬼祟,kue soe
鬼節,kue tsiq
鬼精,kue tsin
鬼纏,kue zoe
鬼缠,kue zoe
鬼胎,kue the
鬼脸,kue li
鬼臉,kue li
鬼节,kue tsiq
鬼蜮,kue yoq
鬼蜮,kue yuq
鬼話,kue gho
鬼话,kue gho
鬼迷,kue mi
鬼雄,kue yon
鬼魂,kue wen
鬼魅,kue mi
魁,khue
魂,wen
魃,baq
魄,phaq
魄,thoq
魅,mi
魅,me
魆,shiu
魇,i
魈,siau
魉,lian
魋,de
魍,maon
魎,lian
魏,we
魑,tshy
魔,mu
魔,mo
魔鬼,mu kue
魘,i
魚,ng
魚,yu
魛,tau
魢,ci
魨,den
魪,ka
魯,lu
魴,vaon
魷,yeu
魻,ghaq
鮀,du
鮁,baq
鮃,bin
鮆,tshy
鮆,zi
鮈,ciu
鮊,baq
鮋,yeu
鮍,bi
鮎,gni
鮐,the
鮑,bau
鮒,vu
鮓,tso
鮚,jiq
鮜,gheu
鮝,sian
鮞,er
鮠,we
鮡,zau
鮣,in
鮦,don
鮪,we
鮫,kau
鮭,kue
鮮,si
鮶,cion
鮶,ciun
鯀,kuen
鯁,kan
鯇,woe
鯉,li
鯊,so
鯊,sa
鯒,yon
鯔,tsy
鯕,ji
鯖,tshin
鯗,sian
鯛,tiau
鯜,tshiq
鯝,ku
鯞,tseu
鯡,fi
鯢,gni
鯤,khuen
鯧,tshaon
鯨,jin
鯪,lin
鯫,zeu
鯴,seq
鯷,di
鯻,laq
鯽,tsi
鯽,tsiq
鯿,pi
鰁,zi
鰃,ue
鰈,diq
鰈,thaq
鰉,waon
鰊,li
鰍,tshieu
鰏,piq
鰒,voq
鰓,se
鰛,uen
鰜,ci
鰟,baon
鰣,zy
鰤,sy
鰥,kue
鰧,den
鰨,thaq
鰩,yau
鰭,ji
鰱,li
鰲,ngau
鰳,leq
鰵,min
鰶,tsi
鰷,diau
鰹,ci
鰺,sen
鰻,moe
鰼,ziq
鰾,biau
鱀,ji
鱂,tsian
鱅,yon
鱈,siq
鱉,piq
鱒,zen
鱓,zoe
鱔,zoe
鱖,kue
鱗,lin
鱘,zin
鱚,shi
鱝,ven
鱟,heu
鱠,kue
鱤,koe
鱧,li
鱭,zi
鱯,wu
鱲,laq
鱷,ngoq
鱸,lu
鱺,li
鱼,ng
鱼,yu
鱽,tau
鱾,ci
鱿,yeu
鲀,den
鲁,lu
鲂,vaon
鲃,pa
鲅,baq
鲆,bin
鲇,gni
鲈,lu
鲉,yeu
鲊,tso
鲋,vu
鲌,baq
